date,rank,movieCd,movieNm,openDt,audiCnt,audiAcc,salesAmt,salesAcc,scrnCnt,showCnt
2025-08-15,1,20241941,좀비딸,2025-07-30,290709,4046131,2835148970,38201765980,1438,6343
2025-08-15,2,20254501,F1 더 무비,2025-06-25,140886,3971606,1598074170,42788953890,937,2792
2025-08-15,3,20210546,악마가 이사왔다,2025-08-13,73914,166307,720667880,1567588050,839,3181
2025-08-15,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,24374,52879,251920180,530160100,411,613
2025-08-15,5,20254275,킹 오브 킹스,2025-07-16,21818,1206408,210550250,11395045306,526,707
2025-08-15,6,20252680,스머프,2025-08-06,19243,131397,177210590,1166291440,535,693
2025-08-15,7,20248711,발레리나,2025-08-06,19142,256380,196316400,2546248560,532,871
2025-08-15,8,20247460,배드 가이즈 2,2025-07-30,17719,344332,163500090,3101990430,481,614
2025-08-15,9,20255655,식스데이즈,2025-08-13,5415,26096,119130000,570164000,113,256
2025-08-15,10,20254603,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,5057,202760,50994500,1883312110,186,210
2025-08-16,1,20241941,좀비딸,2025-07-30,261583,4307714,2569869840,40771635820,1477,6413
2025-08-16,2,20254501,F1 더 무비,2025-06-25,130471,4102077,1462043500,44250997390,981,2845
2025-08-16,3,20210546,악마가 이사왔다,2025-08-13,57897,224204,572753440,2140341490,814,2933
2025-08-16,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,25833,78712,269824960,799985060,437,686
2025-08-16,5,20248711,발레리나,2025-08-06,18151,274531,186195060,2732443620,540,859
2025-08-16,6,20254275,킹 오브 킹스,2025-07-16,17779,1224187,168246630,11563291936,536,709
2025-08-16,7,20247460,배드 가이즈 2,2025-07-30,12506,356838,116708880,3218699310,500,622
2025-08-16,8,20252680,스머프,2025-08-06,12034,143431,110673980,1276965420,517,659
2025-08-16,9,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,11548,12172,191858500,202466500,37,37
2025-08-16,10,20255655,식스데이즈,2025-08-13,5258,31354,115676000,685840000,117,250
2025-08-17,1,20241941,좀비딸,2025-07-30,211059,4518773,2063574260,42835210080,1442,6003
2025-08-17,2,20254501,F1 더 무비,2025-06-25,103896,4205973,1159259850,45410257240,969,2674
2025-08-17,3,20210546,악마가 이사왔다,2025-08-13,45855,270059,457626580,2597968070,789,2666
2025-08-17,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,22932,101644,238754430,1038739490,432,694
2025-08-17,5,20254275,킹 오브 킹스,2025-07-16,19531,1243718,179133800,11742425736,539,671
2025-08-17,6,20248711,발레리나,2025-08-06,12350,286881,126387710,2858831330,526,800
2025-08-17,7,20247460,배드 가이즈 2,2025-07-30,11878,368716,110313980,3329013290,476,596
2025-08-17,8,20252680,스머프,2025-08-06,11798,155229,108147630,1385113050,507,643
2025-08-17,9,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,11460,23632,190379000,392845500,37,37
2025-08-17,10,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,4606,16392,42516500,151422400,163,176
2025-08-18,1,20241941,좀비딸,2025-07-30,61234,4580007,581856240,43417066320,1207,5004
2025-08-18,2,20254501,F1 더 무비,2025-06-25,36659,4242632,402818550,45813075790,879,2464
2025-08-18,3,20210546,악마가 이사왔다,2025-08-13,15199,285258,140077380,2738045450,702,2288
2025-08-18,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,10956,112600,110435160,1149174650,388,691
2025-08-18,5,20248711,발레리나,2025-08-06,5658,292539,54797000,2913628330,494,824
2025-08-18,6,20254275,킹 오브 킹스,2025-07-16,3263,1246981,30437450,11772863186,363,447
2025-08-18,7,20252680,스머프,2025-08-06,2664,157893,22952700,1408065750,285,317
2025-08-18,8,20247460,배드 가이즈 2,2025-07-30,2522,371238,22227700,3351240990,299,343
2025-08-18,9,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,2317,18709,20602820,172025220,160,177
2025-08-18,10,20256149,머티리얼리스트,2025-08-08,1762,43685,14620000,412885340,130,238
2025-08-19,1,20241941,좀비딸,2025-07-30,53951,4633958,506850180,43923916500,1234,4949
2025-08-19,2,20254501,F1 더 무비,2025-06-25,34652,4277284,388850910,46201926700,878,2445
2025-08-19,3,20210546,악마가 이사왔다,2025-08-13,15336,300594,138681960,2876727410,706,2281
2025-08-19,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,10584,123184,106584850,1255759500,433,754
2025-08-19,5,20248711,발레리나,2025-08-06,5271,297810,51198500,2964826830,514,829
2025-08-19,6,20254275,킹 오브 킹스,2025-07-16,3350,1250331,30358300,11803221486,350,428
2025-08-19,7,20252680,스머프,2025-08-06,2578,160471,21193700,1429259450,294,333
2025-08-19,8,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,2476,21185,22936100,194961320,177,194
2025-08-19,9,20247460,배드 가이즈 2,2025-07-30,2385,373623,20632650,3371873640,273,311
2025-08-19,10,20256522,백! 스테이지,,2286,3881,11430000,19413000,25,42
2025-08-20,1,20241941,좀비딸,2025-07-30,50380,4684338,475149940,44399066440,1267,4932
2025-08-20,2,20254501,F1 더 무비,2025-06-25,37646,4314930,420377440,46622304140,889,2522
2025-08-20,3,20210546,악마가 이사왔다,2025-08-13,17549,318143,153599560,3030326970,707,2139
2025-08-20,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,10273,133457,104476950,1360236450,420,766
2025-08-20,5,20248711,발레리나,2025-08-06,5155,302965,50606800,3015433630,466,770
2025-08-20,6,20255937,어글리 시스터,2025-08-20,5011,5211,45932400,47332400,187,413
2025-08-20,7,20254275,킹 오브 킹스,2025-07-16,2465,1252796,22495300,11825716786,319,380
2025-08-20,8,20110026,로마의 휴일,2025-08-20,2319,28254,20943600,131646600,77,123
2025-08-20,9,20252680,스머프,2025-08-06,2227,162698,17149300,1446408750,211,229
2025-08-20,10,20255655,식스데이즈,2025-08-13,1903,37119,41866000,812670000,109,226
2025-08-21,1,20241941,좀비딸,2025-07-30,46998,4731336,438391990,44837458430,1255,4871
2025-08-21,2,20254501,F1 더 무비,2025-06-25,39199,4354129,441919350,47064223490,879,2496
2025-08-21,3,20210546,악마가 이사왔다,2025-08-13,15634,333777,140690780,3171017750,709,2136
2025-08-21,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,9463,142920,97096740,1457333190,438,783
2025-08-21,5,20248711,발레리나,2025-08-06,4975,307940,48354140,3063787770,453,786
2025-08-21,6,20255937,어글리 시스터,2025-08-20,3001,8212,28578700,75911100,182,365
2025-08-21,7,20254275,킹 오브 킹스,2025-07-16,2854,1255650,25786250,11851503036,338,408
2025-08-21,8,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,2330,25962,37098000,429943500,9,9
2025-08-21,9,20245055,백산 - 의령에서 발해까지,2025-02-05,2087,10470,11978500,75710500,42,55
2025-08-21,10,20252680,스머프,2025-08-06,1700,164398,12877300,1459286050,204,216
2025-08-22,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,517922,543884,5674122640,6104066140,2298,8510
2025-08-22,2,20241941,좀비딸,2025-07-30,48263,4779599,468655590,45306114020,888,2353
2025-08-22,3,20254501,F1 더 무비,2025-06-25,27337,4381466,284507800,47348731290,602,1213
2025-08-22,4,20210546,악마가 이사왔다,2025-08-13,8380,342157,76451850,3247469600,531,745
2025-08-22,5,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,8285,151205,88393020,1545726210,261,363
2025-08-22,6,20231024,온리 갓 노우즈 에브리띵,2025-08-22,4318,7376,38219600,63324200,336,442
2025-08-22,7,20255937,어글리 시스터,2025-08-20,2531,10743,26733200,102644300,153,209
2025-08-22,8,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,2018,26296,18052900,240474020,149,168
2025-08-22,9,20252680,스머프,2025-08-06,1904,166302,13798000,1473084050,118,120
2025-08-22,10,20254603,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,1886,216604,11416200,1998903410,61,65
2025-08-23,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,606257,1150141,6504297540,12608363680,2279,8840
2025-08-23,2,20241941,좀비딸,2025-07-30,116869,4896468,1144051270,46450165290,897,2438
2025-08-23,3,20254501,F1 더 무비,2025-06-25,64044,4445510,656185450,48004916740,625,1286
2025-08-23,4,20210546,악마가 이사왔다,2025-08-13,19304,361461,196554320,3444023920,525,744
2025-08-23,5,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,18908,170113,195663580,1741389790,288,420
2025-08-23,6,20254275,킹 오브 킹스,2025-07-16,8748,1266129,83937900,11951180136,268,289
2025-08-23,7,20252680,스머프,2025-08-06,5327,171629,48093840,1521177890,260,285
2025-08-23,8,20247460,배드 가이즈 2,2025-07-30,5072,382385,46352600,3449716210,202,224
2025-08-23,9,20255937,어글리 시스터,2025-08-20,4058,14801,43275200,145919500,155,200
2025-08-23,10,20231024,온리 갓 노우즈 에브리띵,2025-08-22,3829,11205,36361800,99686000,298,351
2025-08-24,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,498936,1649077,5355541070,17963904750,2237,8413
2025-08-24,2,20241941,좀비딸,2025-07-30,107084,5003552,1041088460,47491253750,912,2352
2025-08-24,3,20254501,F1 더 무비,2025-06-25,59898,4505408,608919580,48613836320,630,1275
2025-08-24,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,18460,188573,190485420,1931875210,289,427
2025-08-24,5,20210546,악마가 이사왔다,2025-08-13,17146,378607,173535630,3617559550,508,715
2025-08-24,6,20254275,킹 오브 킹스,2025-07-16,11993,1278122,114990200,12066170336,288,314
2025-08-24,7,20247460,배드 가이즈 2,2025-07-30,5383,387768,50541120,3500257330,204,224
2025-08-24,8,20252680,스머프,2025-08-06,5242,176871,47527250,1568705140,250,266
2025-08-24,9,20231024,온리 갓 노우즈 에브리띵,2025-08-22,2852,14057,27718500,127404500,269,311
2025-08-24,10,20255937,어글리 시스터,2025-08-20,2667,17468,27887900,173807400,139,176
2025-08-25,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,215368,1864445,2331854220,20295758970,2011,7013
2025-08-25,2,20241941,좀비딸,2025-07-30,28928,5032480,275759600,47767013350,777,2210
2025-08-25,3,20254501,F1 더 무비,2025-06-25,20195,4525603,201183230,48815019550,623,1369
2025-08-25,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,6675,195248,68443960,2000319170,305,458
2025-08-25,5,20210546,악마가 이사왔다,2025-08-13,5390,383997,50166500,3667726050,479,661
2025-08-25,6,20255937,어글리 시스터,2025-08-20,1493,18961,15494200,189301600,156,208
2025-08-25,7,20231024,온리 갓 노우즈 에브리띵,2025-08-22,1266,15323,10538200,137942700,239,292
2025-08-25,8,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,1243,32828,11456600,299169820,139,170
2025-08-25,9,20248711,발레리나,2025-08-06,1024,315120,10060500,3136326770,110,135
2025-08-25,10,20254275,킹 오브 킹스,2025-07-16,1004,1279126,9245200,12075415536,160,168
2025-08-26,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,152305,2016750,1681574480,21977333450,2014,6942
2025-08-26,2,20241941,좀비딸,2025-07-30,27583,5060063,259026240,48026039590,820,2284
2025-08-26,3,20254501,F1 더 무비,2025-06-25,19280,4544883,191249650,49006269200,639,1390
2025-08-26,4,20210546,악마가 이사왔다,2025-08-13,6165,390162,54141200,3721867250,498,684
2025-08-26,5,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,6089,201337,62221690,2062540860,299,451
2025-08-26,6,20255937,어글리 시스터,2025-08-20,1453,20414,15230600,204532200,152,206
2025-08-26,7,20248711,발레리나,2025-08-06,1317,316437,13008000,3149334770,122,153
2025-08-26,8,20231024,온리 갓 노우즈 에브리띵,2025-08-22,1292,16615,10956900,148899600,262,309
2025-08-26,9,20254275,킹 오브 킹스,2025-07-16,1191,1280317,10604840,12086020376,161,169
2025-08-26,10,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,1170,33998,10704800,309874620,146,174
2025-08-27,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,217627,2234377,1940977120,23918310570,2155,6877
2025-08-27,2,20241941,좀비딸,2025-07-30,57529,5117592,440955280,48466994870,865,2092
2025-08-27,3,20254501,F1 더 무비,2025-06-25,43315,4588198,347637610,49353906810,742,1319
2025-08-27,4,20256202,노바디2,2025-08-27,17097,21121,128823800,156991800,331,945
2025-08-27,5,20256281,첫사랑 엔딩,2025-08-27,15615,15615,125520740,125520740,489,717
2025-08-27,6,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,8226,209563,66291140,2128832000,277,367
2025-08-27,7,20210546,악마가 이사왔다,2025-08-13,7109,397271,54868600,3776735850,363,446
2025-08-27,8,20256185,프리키 프라이데이 2,2025-08-27,6244,6941,49495500,56465500,416,601
2025-08-27,9,20256301,그랑 메종 파리,2025-08-27,3098,3404,21364500,24118500,135,217
2025-08-27,10,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,2431,36429,18799900,328674520,95,100
2025-08-28,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,118642,2353019,1319118880,25237429450,1935,6423
2025-08-28,2,20257209,임영웅 [아임 히어로 2] 청음회,2025-08-28,50068,50068,200272000,200272000,57,331
2025-08-28,3,20241941,좀비딸,2025-07-30,27948,5145540,256452190,48723447060,815,2061
2025-08-28,4,20254501,F1 더 무비,2025-06-25,20559,4608757,209032980,49562939790,713,1355
2025-08-28,5,20256281,첫사랑 엔딩,2025-08-27,8238,23853,77167100,202687840,485,721
2025-08-28,6,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,4874,214437,50507840,2179339840,283,391
2025-08-28,7,20256202,노바디2,2025-08-27,4290,25411,40405300,197397100,326,792
2025-08-28,8,20210546,악마가 이사왔다,2025-08-13,4187,401458,37702300,3814438150,347,425
2025-08-28,9,20256185,프리키 프라이데이 2,2025-08-27,3244,10185,29831350,86296850,391,563
2025-08-28,10,20231024,온리 갓 노우즈 에브리띵,2025-08-22,1677,18861,13286200,166950820,194,203
2025-08-29,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,164974,2517993,1889585970,27127015420,1969,6942
2025-08-29,2,20241941,좀비딸,2025-07-30,35788,5181328,342473970,49065921030,814,2215
2025-08-29,3,20254501,F1 더 무비,2025-06-25,28938,4637695,306959710,49869899500,743,1472
2025-08-29,4,20256281,첫사랑 엔딩,2025-08-27,8755,32608,85489200,288177040,494,724
2025-08-29,5,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,7131,221568,75857670,2255197510,308,430
2025-08-29,6,20256202,노바디2,2025-08-27,5032,30443,51100300,248497400,335,814
2025-08-29,7,20210546,악마가 이사왔다,2025-08-13,4564,406022,41600640,3856038790,357,455
2025-08-29,8,20160942,슈퍼소닉,2016-11-24,3774,22980,41800560,206386488,124,216
2025-08-29,9,20256185,프리키 프라이데이 2,2025-08-27,3616,13801,34198060,120494910,391,555
2025-08-29,10,20256301,그랑 메종 파리,2025-08-27,1722,6676,13014900,48278900,119,210
2025-08-30,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,350763,2868756,3833946550,30960961970,2018,7597
2025-08-30,2,20241941,좀비딸,2025-07-30,87155,5268483,850503090,49916424120,823,2462
2025-08-30,3,20254501,F1 더 무비,2025-06-25,64041,4701736,667008610,50536908110,749,1678
2025-08-30,4,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,16039,237607,167444200,2422641710,305,461
2025-08-30,5,20256281,첫사랑 엔딩,2025-08-27,15295,47903,153105370,441282410,457,640
2025-08-30,6,20256202,노바디2,2025-08-27,8519,38962,85923700,334421100,331,700
2025-08-30,7,20210546,악마가 이사왔다,2025-08-13,6118,412140,58731600,3914770390,321,408
2025-08-30,8,20254275,킹 오브 킹스,2025-07-16,4980,1288168,46215700,12156267076,168,179
2025-08-30,9,20256185,프리키 프라이데이 2,2025-08-27,4651,18452,44777800,165272710,366,477
2025-08-30,10,20252680,스머프,2025-08-06,2961,183027,26034600,1616861340,154,158
2025-08-31,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,284962,3153718,3086078010,34047039980,1995,7186
2025-08-31,2,20241941,좀비딸,2025-07-30,78593,5347076,761048990,50677473110,824,2343
2025-08-31,3,20254501,F1 더 무비,2025-06-25,58648,4760384,597184990,51134093100,761,1623
2025-08-31,4,20256281,첫사랑 엔딩,2025-08-27,16434,64337,163152210,604434620,458,628
2025-08-31,5,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,12949,250556,135236880,2557878590,303,445
2025-08-31,6,20254275,킹 오브 킹스,2025-07-16,7867,1296035,70634000,12226901076,188,199
2025-08-31,7,20256202,노바디2,2025-08-27,7082,46044,69913400,404334500,321,636
2025-08-31,8,20210546,악마가 이사왔다,2025-08-13,5086,417226,48449920,3963220310,315,386
2025-08-31,9,20256185,프리키 프라이데이 2,2025-08-27,4104,22556,39443640,204716350,368,476
2025-08-31,10,20252680,스머프,2025-08-06,3249,186276,29760500,1646621840,144,149
2025-09-01,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,88577,3242295,976910710,35023950690,1729,5807
2025-09-01,2,20254501,F1 더 무비,2025-06-25,19327,4779711,192918670,51327011770,730,1563
2025-09-01,3,20241941,좀비딸,2025-07-30,17756,5364832,168179300,50845652410,666,2053
2025-09-01,4,20256281,첫사랑 엔딩,2025-08-27,5894,70231,56511850,660946470,440,647
2025-09-01,5,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,3648,254204,37375500,2595254090,268,394
2025-09-01,6,20256202,노바디2,2025-08-27,2657,48701,25009400,429343900,286,595
2025-09-01,7,20210546,악마가 이사왔다,2025-08-13,1939,419165,18471100,3981691410,280,354
2025-09-01,8,20256185,프리키 프라이데이 2,2025-08-27,1828,24384,16846000,221562350,309,403
2025-09-01,9,20256149,머티리얼리스트,2025-08-08,1258,59640,7649600,551962520,70,89
2025-09-01,10,20245055,백산 - 의령에서 발해까지,2025-02-05,1247,20048,6541500,131635000,26,31
2025-09-02,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,73984,3316279,813518760,35837469450,1761,5784
2025-09-02,2,20254501,F1 더 무비,2025-06-25,18309,4798020,186635840,51513647610,730,1553
2025-09-02,3,20241941,좀비딸,2025-07-30,16746,5381578,154255280,50999907690,696,2039
2025-09-02,4,20256281,첫사랑 엔딩,2025-08-27,6616,76847,62830300,723776770,452,671
2025-09-02,5,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,3114,257318,31681200,2626935290,265,370
2025-09-02,6,20210546,악마가 이사왔다,2025-08-13,2939,422104,26802700,4008494110,293,371
2025-09-02,7,20256202,노바디2,2025-08-27,2668,51369,25001900,454345800,300,595
2025-09-02,8,20256185,프리키 프라이데이 2,2025-08-27,2366,26750,21487300,243049650,342,444
2025-09-02,9,20231024,온리 갓 노우즈 에브리띵,2025-08-22,749,23176,6075500,203002120,63,66
2025-09-02,10,20030047,모노노케 히메,2003-04-25,624,1219,10608000,15606000,1,1
2025-09-03,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,79539,3395818,838092040,36675561490,1609,5027
2025-09-03,2,20256702,컨저링: 마지막 의식,2025-09-03,39581,39926,397341310,400878310,843,2219
2025-09-03,3,20254501,F1 더 무비,2025-06-25,14607,4812627,141457480,51655105090,635,1337
2025-09-03,4,20241941,좀비딸,2025-07-30,14602,5396180,133630700,51133538390,688,1804
2025-09-03,5,20256071,투게더,2025-09-03,7925,10504,56333900,79440100,251,646
2025-09-03,6,20256281,첫사랑 엔딩,2025-08-27,4071,80918,38704600,762481370,273,394
2025-09-03,7,20020328,이티,1984-06-23,2409,10448,23080700,84396200,117,189
2025-09-03,8,20233039,살인자 리포트,2025-09-05,1892,2790,17028000,25110000,10,10
2025-09-03,9,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,1558,258876,15535300,2642470590,162,207
2025-09-03,10,20210546,악마가 이사왔다,2025-08-13,1517,423621,13782100,4022276210,120,149
2025-09-04,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,62698,3458516,678161700,37353723190,1582,4875
2025-09-04,2,20256702,컨저링: 마지막 의식,2025-09-03,28534,68460,286830930,687709240,837,2153
2025-09-04,3,20254501,F1 더 무비,2025-06-25,13230,4825857,132347510,51787452600,644,1330
2025-09-04,4,20241941,좀비딸,2025-07-30,12987,5409167,119625700,51253164090,676,1730
2025-09-04,5,20256071,투게더,2025-09-03,4515,15019,34885600,114325700,239,603
2025-09-04,6,20256281,첫사랑 엔딩,2025-08-27,3468,84386,32606400,795087770,271,386
2025-09-04,7,20210546,악마가 이사왔다,2025-08-13,1534,425155,12818700,4035094910,88,109
2025-09-04,8,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,1307,260183,13145900,2655616490,156,188
2025-09-04,9,20256202,노바디2,2025-08-27,1200,53898,10973700,477303800,199,277
2025-09-04,10,20020328,이티,1984-06-23,1044,11492,10006600,94402800,110,174
2025-09-05,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,100151,3558667,1129519280,38483242470,1486,4865
2025-09-05,2,20256702,컨저링: 마지막 의식,2025-09-03,38202,106662,395645550,1083354790,839,1959
2025-09-05,3,20233039,살인자 리포트,2025-09-05,36081,38871,347284730,372394730,749,2647
2025-09-05,4,20254501,F1 더 무비,2025-06-25,17289,4843146,174907920,51962360520,617,1194
2025-09-05,5,20241941,좀비딸,2025-07-30,15723,5424890,147751490,51400915580,696,1486
2025-09-05,6,20256281,첫사랑 엔딩,2025-08-27,4764,89150,46550620,841638390,268,353
2025-09-05,7,20256071,투게더,2025-09-03,3646,18665,33246200,147571900,228,508
2025-09-05,8,20240206,전력질주,2025-09-10,1813,1813,18692900,18692900,5,7
2025-09-05,9,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,1705,261888,18292180,2673908670,143,173
2025-09-05,10,20210546,악마가 이사왔다,2025-08-13,1127,426282,9537200,4044632110,74,87
2025-09-06,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,219105,3777772,2357291100,40840533570,1576,5426
2025-09-06,2,20256702,컨저링: 마지막 의식,2025-09-03,72228,178890,750656230,1834011020,917,2213
2025-09-06,3,20233039,살인자 리포트,2025-09-05,60626,99497,593778900,966173630,752,2561
2025-09-06,4,20254501,F1 더 무비,2025-06-25,38671,4881817,389718510,52352079030,648,1344
2025-09-06,5,20241941,좀비딸,2025-07-30,38508,5463398,372593370,51773508950,761,1716
2025-09-06,6,20256281,첫사랑 엔딩,2025-08-27,9976,99126,97001420,938639810,273,381
2025-09-06,7,20256071,투게더,2025-09-03,6046,24711,55155500,202727400,227,530
2025-09-06,8,20256741,아기돼지 3형제: 도넛별 대모험,2025-09-04,4613,8658,40827400,78410000,267,302
2025-09-06,9,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,3688,265576,38136000,2712044670,142,188
2025-09-06,10,20254275,킹 오브 킹스,2025-07-16,2531,1300533,24189950,12268544726,86,89
2025-09-07,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,179831,3957603,1922652800,42763186370,1541,5156
2025-09-07,2,20256702,컨저링: 마지막 의식,2025-09-03,54257,233147,562117020,2396128040,900,2108
2025-09-07,3,20233039,살인자 리포트,2025-09-05,53247,152744,522845670,1489019300,771,2441
2025-09-07,4,20241941,좀비딸,2025-07-30,33055,5496453,318832730,52092341680,762,1639
2025-09-07,5,20254501,F1 더 무비,2025-06-25,31654,4913471,316817320,52668896350,640,1286
2025-09-07,6,20256281,첫사랑 엔딩,2025-08-27,10512,109638,102632790,1041272600,292,395
2025-09-07,7,20256741,아기돼지 3형제: 도넛별 대모험,2025-09-04,5166,13824,45318800,123728800,281,312
2025-09-07,8,20256071,투게더,2025-09-03,4323,29034,39760800,242488200,215,480
2025-09-07,9,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,2953,268529,30588330,2742633000,130,171
2025-09-07,10,20254275,킹 오브 킹스,2025-07-16,1993,1302526,19361200,12287905926,85,88
2025-09-08,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,54196,4011799,612811690,43375998060,1352,4261
2025-09-08,2,20233039,살인자 리포트,2025-09-05,20685,173429,207773020,1696792320,668,2191
2025-09-08,3,20256702,컨저링: 마지막 의식,2025-09-03,18404,251551,196515700,2592643740,780,1796
2025-09-08,4,20254501,F1 더 무비,2025-06-25,10008,4923479,104975240,52773871590,593,1186
2025-09-08,5,20241941,좀비딸,2025-07-30,7144,5503597,70148910,52162490590,597,1242
2025-09-08,6,20256281,첫사랑 엔딩,2025-08-27,3001,112639,30789000,1072061600,246,337
2025-09-08,7,20256071,투게더,2025-09-03,1734,30768,16666300,259154500,194,382
2025-09-08,8,20210546,악마가 이사왔다,2025-08-13,768,429431,7314500,4073883010,58,68
2025-09-08,9,20246333,3670,2025-09-03,720,8272,7312200,79788200,62,82
2025-09-08,10,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,693,269222,7408600,2750041600,110,129
2025-09-09,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,48732,4060531,558482810,43934480870,1370,4223
2025-09-09,2,20233039,살인자 리포트,2025-09-05,21398,194827,211423950,1908216270,691,2231
2025-09-09,3,20256702,컨저링: 마지막 의식,2025-09-03,15407,266958,165257400,2757901140,777,1788
2025-09-09,4,20254501,F1 더 무비,2025-06-25,9733,4933212,100349940,52874221530,612,1184
2025-09-09,5,20241941,좀비딸,2025-07-30,7944,5511541,74741800,52237232390,615,1233
2025-09-09,6,20256281,첫사랑 엔딩,2025-08-27,2697,115336,27849400,1099911000,262,351
2025-09-09,7,20256071,투게더,2025-09-03,2505,33273,20294000,279448500,196,394
2025-09-09,8,20249072,3학년 2학기,2025-09-03,1268,8207,9674900,69100100,74,85
2025-09-09,9,20246333,3670,2025-09-03,1040,9312,10005200,89793400,71,88
2025-09-09,10,20245485,귀시,2025-09-17,1017,1211,9153000,11093000,4,5
2025-09-10,1,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,41176,4101707,436879480,44371360350,1268,3809
2025-09-10,2,20233039,살인자 리포트,2025-09-05,18792,213619,185781790,2093998060,741,1798
2025-09-10,3,20254501,F1 더 무비,2025-06-25,16125,4949337,123804950,52998026480,634,1226
2025-09-10,4,20256702,컨저링: 마지막 의식,2025-09-03,14507,281465,154014470,2911915610,700,1529
2025-09-10,5,20247245,홈캠,2025-09-10,13306,14709,108178400,119461400,260,894
2025-09-10,6,20030047,모노노케 히메,2003-04-25,9939,11158,171259500,186865500,26,114
2025-09-10,7,20241941,좀비딸,2025-07-30,9807,5521348,69341200,52306573590,625,1062
2025-09-10,8,20257083,건국전쟁2 ,2025-09-10,3405,4154,32634900,39879400,379,693
2025-09-10,9,20240206,전력질주,2025-09-10,3229,5042,23071700,41764600,168,441
2025-09-10,10,19950366,토이 스토리 ,1995-12-30,2950,4282,27860200,39211278,54,95
2025-09-11,1,20242964,얼굴,2025-09-11,35018,35316,343731750,346711750,940,3368
2025-09-11,2,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,33824,4135531,365172380,44736532730,1073,3115
2025-09-11,3,20233039,살인자 리포트,2025-09-05,13595,227214,134253290,2228251350,700,1336
2025-09-11,4,20254501,F1 더 무비,2025-06-25,11605,4960942,87272440,53085298920,553,928
2025-09-11,5,20256702,컨저링: 마지막 의식,2025-09-03,11276,292741,121099120,3033014730,601,1108
2025-09-11,6,20247245,홈캠,2025-09-10,7320,22029,61665700,181127100,245,723
2025-09-11,7,20241941,좀비딸,2025-07-30,6919,5528267,47559300,52354132890,492,715
